date_time,sku,quantity_demanded,customer_id,order_type,price,demand_source,lead_time_days
5/6/2024,SKU_3,12,Cust_15,Retail,83.6,Website,5
5/7/2024,SKU_3,19,Cust_1,Retail,70.23,Distributor,3
5/7/2024,SKU_3,12,Cust_20,Online,86.8,Store,2
5/7/2024,SKU_3,19,Cust_9,Retail,11.43,Mobile App,2
5/8/2024,SKU_3,10,Cust_18,Wholesale,31.03,Store,2
5/8/2024,SKU_3,16,Cust_18,Online,44.66,Distributor,3
5/8/2024,SKU_3,7,Cust_5,Wholesale,48.48,Distributor,3
5/8/2024,SKU_3,17,Cust_14,Wholesale,55.55,Website,2
5/9/2024,SKU_3,52,Cust_11,Online,42.29,Website,5
5/10/2024,SKU_3,24,Cust_13,Retail,54.13,Mobile App,2
5/10/2024,SKU_3,30,Cust_7,Retail,62.91,Distributor,2
5/11/2024,SKU_3,10,Cust_3,Online,57.5,Website,5
5/11/2024,SKU_3,15,Cust_10,Retail,79.59,Store,4
5/12/2024,SKU_3,6,Cust_17,Wholesale,39.08,Mobile App,5
5/12/2024,SKU_3,3,Cust_8,Retail,42.09,Website,2
5/12/2024,SKU_3,7,Cust_17,Online,54.78,Store,5
5/12/2024,SKU_3,8,Cust_2,Online,73.84,Website,3
5/13/2024,SKU_3,7,Cust_1,Online,28.45,Mobile App,4
5/13/2024,SKU_3,15,Cust_15,Online,86.73,Mobile App,3
5/13/2024,SKU_3,14,Cust_10,Online,56.73,Distributor,5
5/14/2024,SKU_3,28,Cust_16,Online,62.49,Store,2
5/14/2024,SKU_3,23,Cust_14,Retail,92.32,Website,5
5/15/2024,SKU_3,16,Cust_8,Retail,70.49,Store,3
5/15/2024,SKU_3,16,Cust_19,Wholesale,35.62,Website,2
5/15/2024,SKU_3,23,Cust_15,Online,58.57,Mobile App,5
5/16/2024,SKU_3,31,Cust_18,Retail,67.37,Mobile App,4
5/16/2024,SKU_3,30,Cust_11,Retail,19.76,Website,4
5/17/2024,SKU_3,47,Cust_14,Retail,46.33,Website,4
5/18/2024,SKU_3,10,Cust_12,Wholesale,14.53,Mobile App,5
5/18/2024,SKU_3,12,Cust_19,Retail,54.41,Distributor,5
5/18/2024,SKU_3,12,Cust_18,Wholesale,43.51,Distributor,5
5/19/2024,SKU_3,10,Cust_3,Online,68.46,Mobile App,2
5/19/2024,SKU_3,13,Cust_8,Wholesale,35.14,Website,4
5/20/2024,SKU_3,31,Cust_3,Online,39.85,Store,4
5/20/2024,SKU_3,22,Cust_17,Wholesale,19.91,Mobile App,5
5/20/2024,SKU_3,12,Cust_18,Online,19.08,Mobile App,3
5/21/2024,SKU_3,11,Cust_15,Wholesale,72.27,Mobile App,5
5/21/2024,SKU_3,15,Cust_11,Wholesale,46.23,Mobile App,4
5/21/2024,SKU_3,9,Cust_10,Wholesale,79.06,Mobile App,5
5/21/2024,SKU_3,2,Cust_8,Retail,89.99,Website,5
5/22/2024,SKU_3,11,Cust_4,Online,19.44,Mobile App,3
5/22/2024,SKU_3,25,Cust_5,Retail,42.54,Distributor,5
5/22/2024,SKU_3,16,Cust_7,Retail,44.14,Store,3
5/22/2024,SKU_3,11,Cust_7,Retail,92.02,Store,5
5/23/2024,SKU_3,13,Cust_15,Retail,97.49,Store,5
5/23/2024,SKU_3,11,Cust_7,Wholesale,92.78,Mobile App,3
5/23/2024,SKU_3,7,Cust_10,Wholesale,76.65,Distributor,4
5/24/2024,SKU_3,22,Cust_20,Retail,17.75,Store,4
5/24/2024,SKU_3,22,Cust_15,Wholesale,11.63,Store,5
5/25/2024,SKU_3,9,Cust_3,Online,97.73,Store,5
5/25/2024,SKU_3,12,Cust_2,Retail,87.72,Store,5
5/25/2024,SKU_3,13,Cust_1,Retail,63.18,Store,5
5/26/2024,SKU_3,32,Cust_1,Wholesale,86.45,Store,5
5/27/2024,SKU_3,56,Cust_11,Online,50,Distributor,2
5/28/2024,SKU_3,50,Cust_8,Online,17.66,Website,5
5/29/2024,SKU_3,18,Cust_20,Retail,89.31,Distributor,3
5/29/2024,SKU_3,15,Cust_14,Retail,38.04,Store,5
5/29/2024,SKU_3,12,Cust_17,Retail,44.41,Mobile App,2
5/30/2024,SKU_3,2,Cust_8,Retail,57.34,Distributor,4
5/30/2024,SKU_3,18,Cust_20,Retail,34.25,Website,2
5/30/2024,SKU_3,5,Cust_17,Online,60.58,Mobile App,2
5/31/2024,SKU_3,49,Cust_13,Online,16.91,Store,3
6/1/2024,SKU_3,6,Cust_10,Online,95.57,Store,4
6/1/2024,SKU_3,5,Cust_17,Online,74.55,Mobile App,5
6/1/2024,SKU_3,7,Cust_7,Online,31.88,Store,5
6/1/2024,SKU_3,6,Cust_4,Online,35.77,Distributor,4
6/2/2024,SKU_3,28,Cust_20,Wholesale,67.19,Store,5
6/3/2024,SKU_3,11,Cust_11,Online,34.14,Distributor,4
6/3/2024,SKU_3,10,Cust_7,Wholesale,13.38,Store,4
6/3/2024,SKU_3,1,Cust_13,Online,70.62,Distributor,2
6/3/2024,SKU_3,22,Cust_12,Online,58.74,Store,2
6/4/2024,SKU_3,15,Cust_8,Wholesale,15.41,Mobile App,5
6/4/2024,SKU_3,29,Cust_5,Online,27.34,Distributor,5
6/5/2024,SKU_3,28,Cust_16,Retail,90.09,Website,2
6/5/2024,SKU_3,27,Cust_11,Online,68.1,Store,4
6/6/2024,SKU_3,20,Cust_13,Wholesale,35.18,Mobile App,3
6/6/2024,SKU_3,26,Cust_8,Online,75.45,Website,3
6/6/2024,SKU_3,15,Cust_14,Retail,86.41,Distributor,4
6/7/2024,SKU_3,6,Cust_10,Online,71.58,Store,3
6/7/2024,SKU_3,13,Cust_17,Wholesale,57.04,Distributor,3
6/7/2024,SKU_3,10,Cust_6,Online,36.93,Distributor,3
6/7/2024,SKU_3,9,Cust_17,Wholesale,27.92,Mobile App,5
6/8/2024,SKU_3,5,Cust_7,Retail,81.76,Mobile App,3
6/8/2024,SKU_3,10,Cust_5,Retail,44.85,Website,5
6/8/2024,SKU_3,2,Cust_20,Retail,76.13,Mobile App,5
6/8/2024,SKU_3,4,Cust_6,Wholesale,69.93,Store,2
6/9/2024,SKU_3,14,Cust_16,Retail,34.2,Distributor,5
6/9/2024,SKU_3,17,Cust_11,Retail,53.58,Store,4
6/10/2024,SKU_3,35,Cust_12,Retail,14.46,Mobile App,2
6/10/2024,SKU_3,24,Cust_7,Retail,65.39,Store,4
6/11/2024,SKU_3,21,Cust_20,Retail,98.37,Distributor,5
6/11/2024,SKU_3,33,Cust_13,Wholesale,16.35,Store,2
6/12/2024,SKU_3,11,Cust_10,Wholesale,68.28,Store,2
6/12/2024,SKU_3,14,Cust_5,Online,20.54,Mobile App,5
6/12/2024,SKU_3,13,Cust_8,Wholesale,66.69,Website,4
6/12/2024,SKU_3,14,Cust_16,Retail,54.32,Store,4
6/13/2024,SKU_3,11,Cust_17,Online,64.34,Mobile App,4
6/13/2024,SKU_3,5,Cust_4,Online,21.76,Distributor,4
6/13/2024,SKU_3,10,Cust_7,Wholesale,57.19,Website,3
6/13/2024,SKU_3,13,Cust_11,Online,17.63,Store,5
6/14/2024,SKU_3,12,Cust_13,Wholesale,41.4,Website,4
6/14/2024,SKU_3,13,Cust_2,Wholesale,18.18,Website,5
6/14/2024,SKU_3,10,Cust_13,Wholesale,75.44,Store,2
6/14/2024,SKU_3,10,Cust_11,Online,81.33,Distributor,4
6/15/2024,SKU_3,27,Cust_5,Online,75.68,Distributor,4
6/16/2024,SKU_3,12,Cust_2,Online,91.15,Distributor,3
6/16/2024,SKU_3,8,Cust_7,Online,32.53,Mobile App,4
6/16/2024,SKU_3,9,Cust_19,Retail,97.35,Website,2
6/17/2024,SKU_3,53,Cust_7,Online,17.75,Store,2
6/18/2024,SKU_3,20,Cust_11,Online,38.56,Website,5
6/18/2024,SKU_3,12,Cust_1,Wholesale,78.49,Mobile App,4
6/18/2024,SKU_3,13,Cust_4,Online,89.33,Website,3
6/19/2024,SKU_3,48,Cust_2,Wholesale,70.88,Distributor,5
6/20/2024,SKU_3,27,Cust_5,Wholesale,47.82,Store,4
6/20/2024,SKU_3,33,Cust_20,Online,17.07,Distributor,2
6/21/2024,SKU_3,48,Cust_8,Wholesale,89.35,Website,3
6/22/2024,SKU_3,8,Cust_10,Retail,49.39,Website,4
6/22/2024,SKU_3,6,Cust_13,Wholesale,42.06,Mobile App,5
6/22/2024,SKU_3,12,Cust_3,Wholesale,65.46,Website,3
6/23/2024,SKU_3,8,Cust_12,Online,91.17,Distributor,2
6/23/2024,SKU_3,8,Cust_20,Wholesale,56.81,Mobile App,3
6/23/2024,SKU_3,11,Cust_4,Wholesale,27.58,Store,3
6/24/2024,SKU_3,46,Cust_13,Online,13.27,Mobile App,3
6/25/2024,SKU_3,29,Cust_15,Retail,28.08,Distributor,5
6/25/2024,SKU_3,32,Cust_6,Online,68.67,Store,3
6/26/2024,SKU_3,46,Cust_12,Retail,72.36,Mobile App,3
6/27/2024,SKU_3,18,Cust_7,Wholesale,83.6,Store,2
6/27/2024,SKU_3,15,Cust_9,Retail,50.48,Mobile App,4
6/27/2024,SKU_3,12,Cust_3,Wholesale,54.51,Store,5
6/28/2024,SKU_3,7,Cust_10,Retail,71.71,Mobile App,3
6/28/2024,SKU_3,16,Cust_7,Wholesale,87.85,Distributor,2
6/28/2024,SKU_3,13,Cust_2,Wholesale,32.61,Mobile App,3
1/1/2024,SKU_4,18,Cust_5,Wholesale,60.37,Distributor,2
1/1/2024,SKU_4,19,Cust_4,Wholesale,93.94,Distributor,3
1/2/2024,SKU_4,48,Cust_1,Retail,88.6,Store,5
1/3/2024,SKU_4,5,Cust_2,Retail,68.99,Website,4
1/3/2024,SKU_4,13,Cust_19,Wholesale,37.84,Website,2
1/3/2024,SKU_4,13,Cust_20,Retail,81.11,Mobile App,5
1/3/2024,SKU_4,1,Cust_15,Retail,82.29,Distributor,3
1/4/2024,SKU_4,7,Cust_10,Retail,37.41,Distributor,4
1/4/2024,SKU_4,16,Cust_7,Wholesale,37.25,Mobile App,3
1/4/2024,SKU_4,19,Cust_8,Online,18.87,Website,5
1/4/2024,SKU_4,13,Cust_18,Retail,87.13,Website,3
1/5/2024,SKU_4,10,Cust_16,Online,63.22,Store,2
1/5/2024,SKU_4,17,Cust_7,Wholesale,77.12,Website,2
1/5/2024,SKU_4,20,Cust_8,Online,59.47,Mobile App,3
1/6/2024,SKU_4,9,Cust_20,Retail,10.99,Mobile App,5
1/6/2024,SKU_4,9,Cust_13,Online,26.01,Website,4
1/6/2024,SKU_4,6,Cust_2,Online,78.78,Website,5
1/7/2024,SKU_4,8,Cust_1,Retail,71.13,Distributor,4
1/7/2024,SKU_4,11,Cust_15,Wholesale,46.71,Website,3
1/7/2024,SKU_4,3,Cust_7,Wholesale,96.66,Store,2
1/8/2024,SKU_4,23,Cust_2,Wholesale,51.87,Website,2
1/8/2024,SKU_4,28,Cust_5,Wholesale,97.53,Mobile App,2
1/9/2024,SKU_4,28,Cust_14,Online,89.32,Mobile App,5
1/9/2024,SKU_4,17,Cust_16,Wholesale,35.85,Mobile App,2
1/10/2024,SKU_4,45,Cust_18,Retail,14.93,Mobile App,2
1/11/2024,SKU_4,23,Cust_20,Retail,80.05,Mobile App,5
1/11/2024,SKU_4,19,Cust_14,Online,59.55,Website,3
1/11/2024,SKU_4,10,Cust_1,Online,52.06,Website,5
1/12/2024,SKU_4,7,Cust_16,Online,18.82,Website,3
1/12/2024,SKU_4,13,Cust_17,Wholesale,96.21,Distributor,2
1/12/2024,SKU_4,7,Cust_13,Wholesale,26.17,Mobile App,3
1/13/2024,SKU_4,5,Cust_4,Retail,94.22,Store,2
1/13/2024,SKU_4,8,Cust_12,Retail,93.89,Mobile App,3
1/13/2024,SKU_4,6,Cust_2,Retail,21.2,Website,2
1/14/2024,SKU_4,8,Cust_16,Retail,18.01,Website,5
1/14/2024,SKU_4,5,Cust_11,Online,36,Distributor,2
1/14/2024,SKU_4,3,Cust_18,Online,74.73,Mobile App,3
1/14/2024,SKU_4,1,Cust_10,Wholesale,50.4,Website,3
1/15/2024,SKU_4,22,Cust_4,Retail,48.87,Store,2
1/15/2024,SKU_4,25,Cust_6,Wholesale,55.74,Distributor,3
1/16/2024,SKU_4,50,Cust_8,Wholesale,67.05,Mobile App,5
1/17/2024,SKU_4,22,Cust_10,Online,28.06,Store,2
1/17/2024,SKU_4,22,Cust_2,Retail,62.03,Distributor,2
1/18/2024,SKU_4,21,Cust_2,Wholesale,49.12,Mobile App,3
1/18/2024,SKU_4,12,Cust_8,Retail,33.9,Website,2
1/18/2024,SKU_4,11,Cust_3,Retail,94.89,Store,3
1/19/2024,SKU_4,17,Cust_12,Online,85.78,Store,3
1/19/2024,SKU_4,22,Cust_18,Wholesale,78.03,Website,3
1/20/2024,SKU_4,14,Cust_8,Retail,82.14,Mobile App,3
1/20/2024,SKU_4,13,Cust_8,Wholesale,78.66,Distributor,4
1/20/2024,SKU_4,8,Cust_17,Online,82.1,Website,3
1/21/2024,SKU_4,13,Cust_11,Wholesale,68.36,Mobile App,4
1/21/2024,SKU_4,12,Cust_20,Wholesale,57.81,Mobile App,4
1/22/2024,SKU_4,23,Cust_4,Wholesale,13.56,Website,5
1/22/2024,SKU_4,15,Cust_12,Online,72.83,Distributor,3
1/23/2024,SKU_4,22,Cust_19,Wholesale,50.11,Website,3
1/23/2024,SKU_4,31,Cust_2,Retail,78.15,Website,3
1/24/2024,SKU_4,45,Cust_20,Wholesale,60.97,Website,5
1/25/2024,SKU_4,25,Cust_13,Retail,89.42,Distributor,5
1/25/2024,SKU_4,20,Cust_8,Wholesale,52.13,Distributor,5
1/26/2024,SKU_4,28,Cust_16,Wholesale,70.96,Store,3
1/26/2024,SKU_4,21,Cust_1,Retail,95.83,Store,3
1/27/2024,SKU_4,10,Cust_14,Retail,42.6,Mobile App,4
1/27/2024,SKU_4,4,Cust_14,Retail,67.84,Website,3
1/27/2024,SKU_4,8,Cust_12,Wholesale,25.07,Mobile App,2
1/28/2024,SKU_4,6,Cust_8,Online,85.15,Mobile App,2
1/28/2024,SKU_4,2,Cust_5,Wholesale,13.63,Distributor,5
1/28/2024,SKU_4,9,Cust_15,Online,31.6,Mobile App,3
1/28/2024,SKU_4,5,Cust_14,Retail,46.4,Mobile App,4
1/29/2024,SKU_4,26,Cust_11,Online,43.18,Store,2
1/29/2024,SKU_4,15,Cust_15,Wholesale,85.23,Store,5
1/30/2024,SKU_4,18,Cust_9,Wholesale,64.6,Store,4
1/30/2024,SKU_4,18,Cust_16,Online,91.23,Store,4
1/31/2024,SKU_4,12,Cust_1,Retail,96.36,Website,2
1/31/2024,SKU_4,17,Cust_8,Wholesale,54.4,Store,5
1/31/2024,SKU_4,10,Cust_4,Wholesale,70,Mobile App,5
1/31/2024,SKU_4,11,Cust_20,Retail,62.81,Distributor,4
2/1/2024,SKU_4,13,Cust_11,Online,23.55,Mobile App,4
2/1/2024,SKU_4,4,Cust_3,Online,81.58,Website,2
2/1/2024,SKU_4,16,Cust_9,Wholesale,52.1,Website,3
2/1/2024,SKU_4,9,Cust_18,Online,50.96,Mobile App,2
2/2/2024,SKU_4,30,Cust_14,Online,21.79,Store,4
2/2/2024,SKU_4,22,Cust_19,Retail,31.81,Mobile App,4
2/3/2024,SKU_4,6,Cust_4,Retail,16.7,Mobile App,2
2/3/2024,SKU_4,3,Cust_1,Wholesale,67.37,Website,3
2/3/2024,SKU_4,6,Cust_20,Wholesale,51.41,Mobile App,5
2/4/2024,SKU_4,11,Cust_13,Wholesale,65.67,Store,3
2/4/2024,SKU_4,9,Cust_17,Wholesale,42.11,Store,2
2/4/2024,SKU_4,9,Cust_18,Wholesale,31.3,Website,3
2/5/2024,SKU_4,10,Cust_9,Retail,57.52,Website,4
2/5/2024,SKU_4,2,Cust_5,Wholesale,19.46,Store,4
2/5/2024,SKU_4,12,Cust_12,Wholesale,15.92,Mobile App,2
2/5/2024,SKU_4,8,Cust_13,Online,54.27,Mobile App,5
2/6/2024,SKU_4,12,Cust_16,Retail,35.03,Mobile App,3
2/6/2024,SKU_4,3,Cust_11,Retail,35.44,Mobile App,5
2/6/2024,SKU_4,10,Cust_10,Wholesale,88.02,Website,4
2/7/2024,SKU_4,16,Cust_9,Online,79.68,Store,2
2/7/2024,SKU_4,25,Cust_2,Online,74.8,Distributor,5
2/7/2024,SKU_4,10,Cust_6,Retail,49.87,Website,5
2/8/2024,SKU_4,5,Cust_2,Wholesale,84.05,Store,3
2/8/2024,SKU_4,13,Cust_15,Retail,38.3,Website,5
2/8/2024,SKU_4,8,Cust_19,Online,64.99,Website,5
2/8/2024,SKU_4,17,Cust_6,Retail,33.62,Distributor,2
2/9/2024,SKU_4,41,Cust_19,Retail,96.57,Mobile App,5
2/10/2024,SKU_4,15,Cust_12,Retail,39.22,Distributor,5
2/10/2024,SKU_4,11,Cust_4,Retail,53.02,Store,4
2/11/2024,SKU_4,10,Cust_17,Retail,64.46,Store,4
2/11/2024,SKU_4,16,Cust_16,Wholesale,89.8,Distributor,2
2/12/2024,SKU_4,27,Cust_19,Wholesale,93.92,Mobile App,4
2/13/2024,SKU_4,14,Cust_6,Retail,92.36,Store,3
2/13/2024,SKU_4,12,Cust_5,Wholesale,49.48,Store,4
2/13/2024,SKU_4,13,Cust_2,Online,88.49,Website,5
2/13/2024,SKU_4,10,Cust_6,Retail,80.35,Store,4
2/14/2024,SKU_4,44,Cust_15,Online,97.61,Website,4
2/15/2024,SKU_4,11,Cust_13,Retail,90.56,Distributor,2
2/15/2024,SKU_4,10,Cust_16,Online,49.82,Distributor,3
2/15/2024,SKU_4,13,Cust_9,Wholesale,40.47,Distributor,2
2/15/2024,SKU_4,15,Cust_15,Retail,83.75,Distributor,5
2/16/2024,SKU_4,15,Cust_4,Retail,72.59,Website,3
2/16/2024,SKU_4,14,Cust_15,Retail,25.22,Distributor,2
2/16/2024,SKU_4,11,Cust_1,Wholesale,33.88,Mobile App,4
2/17/2024,SKU_4,9,Cust_15,Retail,74.83,Website,2
2/17/2024,SKU_4,11,Cust_11,Wholesale,27.14,Mobile App,3
2/18/2024,SKU_4,29,Cust_5,Wholesale,14.37,Distributor,3
2/19/2024,SKU_4,7,Cust_15,Retail,38.86,Distributor,5
2/19/2024,SKU_4,10,Cust_16,Retail,88.75,Mobile App,2
2/19/2024,SKU_4,11,Cust_13,Online,99.33,Website,3
2/19/2024,SKU_4,11,Cust_9,Retail,87.1,Distributor,5
2/20/2024,SKU_4,47,Cust_15,Online,40.69,Distributor,5
2/21/2024,SKU_4,21,Cust_10,Retail,90.62,Store,5
2/21/2024,SKU_4,17,Cust_11,Online,96.96,Website,5
2/22/2024,SKU_4,36,Cust_17,Online,13.65,Distributor,3
2/23/2024,SKU_4,12,Cust_11,Online,53.2,Website,3
2/23/2024,SKU_4,13,Cust_1,Wholesale,42.63,Mobile App,5
2/23/2024,SKU_4,9,Cust_16,Retail,20.79,Distributor,5
2/24/2024,SKU_4,26,Cust_15,Retail,83.21,Mobile App,3
2/25/2024,SKU_4,21,Cust_12,Retail,61.85,Distributor,2
2/26/2024,SKU_4,14,Cust_14,Online,31.07,Store,5
2/26/2024,SKU_4,17,Cust_20,Wholesale,96.45,Store,5
2/26/2024,SKU_4,20,Cust_17,Online,21.54,Store,2
2/27/2024,SKU_4,21,Cust_11,Wholesale,60.1,Mobile App,2
2/27/2024,SKU_4,17,Cust_1,Wholesale,86.46,Website,5
2/28/2024,SKU_4,23,Cust_9,Online,56.32,Distributor,5
2/28/2024,SKU_4,22,Cust_8,Wholesale,48.03,Website,2
2/29/2024,SKU_4,51,Cust_7,Wholesale,42.65,Website,4
3/1/2024,SKU_4,13,Cust_8,Retail,98.84,Store,3
3/1/2024,SKU_4,10,Cust_18,Retail,39.29,Website,3
3/1/2024,SKU_4,22,Cust_16,Retail,63.04,Mobile App,5
3/2/2024,SKU_4,23,Cust_11,Wholesale,21.57,Mobile App,3
3/3/2024,SKU_4,10,Cust_5,Wholesale,29.51,Distributor,4
3/3/2024,SKU_4,13,Cust_17,Wholesale,48.18,Store,2
3/3/2024,SKU_4,10,Cust_20,Retail,87.76,Store,2
3/4/2024,SKU_4,40,Cust_12,Retail,65.46,Store,2
3/5/2024,SKU_4,4,Cust_19,Online,43.09,Website,5
3/5/2024,SKU_4,3,Cust_3,Retail,69.74,Distributor,4
3/5/2024,SKU_4,9,Cust_12,Online,90.71,Website,4
3/5/2024,SKU_4,3,Cust_1,Online,92.06,Mobile App,5
3/6/2024,SKU_4,44,Cust_16,Wholesale,85.81,Website,4
3/7/2024,SKU_4,6,Cust_5,Wholesale,27.56,Mobile App,2
3/7/2024,SKU_4,19,Cust_11,Online,18.46,Store,5
3/7/2024,SKU_4,8,Cust_3,Online,96.46,Mobile App,4
3/7/2024,SKU_4,8,Cust_12,Online,44.52,Website,5
3/8/2024,SKU_4,14,Cust_19,Retail,72.84,Website,2
3/8/2024,SKU_4,8,Cust_16,Retail,72.9,Distributor,3
3/8/2024,SKU_4,9,Cust_10,Online,88.44,Store,4
3/9/2024,SKU_4,13,Cust_19,Wholesale,74.48,Website,2
3/9/2024,SKU_4,12,Cust_2,Online,83.18,Distributor,4
3/10/2024,SKU_4,25,Cust_13,Online,25.32,Distributor,3
3/11/2024,SKU_4,11,Cust_7,Online,86.53,Distributor,2
3/11/2024,SKU_4,13,Cust_2,Online,21.26,Website,3
3/11/2024,SKU_4,19,Cust_2,Retail,95.17,Distributor,4
3/11/2024,SKU_4,15,Cust_1,Online,54.45,Distributor,4
3/12/2024,SKU_4,14,Cust_18,Retail,40.39,Mobile App,5
3/12/2024,SKU_4,25,Cust_19,Retail,55.52,Store,5
3/13/2024,SKU_4,13,Cust_18,Retail,81.04,Mobile App,2
3/13/2024,SKU_4,14,Cust_2,Wholesale,34.5,Website,4
3/13/2024,SKU_4,8,Cust_15,Retail,55.02,Distributor,5
3/13/2024,SKU_4,15,Cust_20,Retail,84.77,Website,2
3/14/2024,SKU_4,46,Cust_2,Wholesale,63.18,Mobile App,2
3/15/2024,SKU_4,21,Cust_6,Retail,64.34,Store,4
3/15/2024,SKU_4,24,Cust_18,Retail,55.05,Distributor,5
3/16/2024,SKU_4,23,Cust_1,Wholesale,55.71,Mobile App,5
3/17/2024,SKU_4,18,Cust_14,Wholesale,66.78,Store,2
3/17/2024,SKU_4,10,Cust_11,Online,83.86,Mobile App,3
3/18/2024,SKU_4,7,Cust_20,Retail,73.6,Distributor,5
3/18/2024,SKU_4,8,Cust_11,Wholesale,73.49,Distributor,4
3/18/2024,SKU_4,12,Cust_9,Online,20.81,Website,5
3/19/2024,SKU_4,37,Cust_1,Online,49.99,Website,4
3/20/2024,SKU_4,40,Cust_16,Retail,99.78,Website,4
3/21/2024,SKU_4,17,Cust_1,Wholesale,38.82,Website,4
3/21/2024,SKU_4,23,Cust_16,Wholesale,66.23,Mobile App,2
3/22/2024,SKU_4,7,Cust_16,Online,85.65,Mobile App,4
3/22/2024,SKU_4,17,Cust_16,Online,38.85,Website,2
3/22/2024,SKU_4,14,Cust_8,Online,18.3,Store,4
3/23/2024,SKU_4,27,Cust_18,Online,49.64,Mobile App,2
3/24/2024,SKU_4,7,Cust_2,Retail,98.52,Mobile App,4
3/24/2024,SKU_4,8,Cust_7,Retail,19.41,Website,4
3/24/2024,SKU_4,11,Cust_13,Online,49.45,Distributor,2
3/25/2024,SKU_4,43,Cust_17,Wholesale,20.79,Website,2
3/26/2024,SKU_4,7,Cust_11,Online,83.07,Website,2
3/26/2024,SKU_4,11,Cust_12,Online,70.24,Website,2
3/26/2024,SKU_4,9,Cust_5,Online,55.03,Website,3
3/26/2024,SKU_4,11,Cust_19,Online,72.35,Distributor,2
3/27/2024,SKU_4,11,Cust_15,Retail,97.69,Mobile App,5
3/27/2024,SKU_4,16,Cust_4,Retail,94.08,Website,2
3/27/2024,SKU_4,10,Cust_8,Wholesale,25.52,Distributor,4
3/28/2024,SKU_4,10,Cust_8,Wholesale,18.43,Store,3
3/28/2024,SKU_4,10,Cust_6,Online,61.26,Distributor,2
3/28/2024,SKU_4,19,Cust_19,Wholesale,63.37,Store,2
3/29/2024,SKU_4,48,Cust_16,Online,34.95,Website,2
3/30/2024,SKU_4,25,Cust_14,Wholesale,60.44,Distributor,5
3/31/2024,SKU_4,8,Cust_4,Retail,58.36,Store,2
3/31/2024,SKU_4,7,Cust_13,Retail,49.35,Mobile App,3
3/31/2024,SKU_4,7,Cust_6,Retail,22.79,Website,2
4/1/2024,SKU_4,14,Cust_18,Wholesale,25.97,Distributor,3
4/1/2024,SKU_4,17,Cust_6,Wholesale,48.21,Store,4
4/1/2024,SKU_4,14,Cust_11,Retail,22.7,Distributor,2
4/2/2024,SKU_4,25,Cust_19,Retail,24.63,Distributor,2
4/2/2024,SKU_4,20,Cust_19,Retail,63.95,Website,5
4/3/2024,SKU_4,10,Cust_4,Online,90.04,Mobile App,2
4/3/2024,SKU_4,6,Cust_10,Online,70.27,Website,2
4/3/2024,SKU_4,16,Cust_16,Wholesale,17.29,Website,4
4/3/2024,SKU_4,19,Cust_11,Online,69.35,Website,3
4/4/2024,SKU_4,13,Cust_13,Wholesale,40.49,Mobile App,2
4/4/2024,SKU_4,12,Cust_1,Online,39.2,Mobile App,4
4/4/2024,SKU_4,10,Cust_13,Retail,51,Distributor,5
4/4/2024,SKU_4,10,Cust_12,Wholesale,95.03,Mobile App,4
4/5/2024,SKU_4,14,Cust_1,Wholesale,59.4,Distributor,2
4/5/2024,SKU_4,19,Cust_4,Retail,68.7,Distributor,2
4/5/2024,SKU_4,12,Cust_1,Wholesale,21.07,Website,3
4/6/2024,SKU_4,24,Cust_15,Online,19.63,Distributor,5
4/7/2024,SKU_4,16,Cust_7,Online,65.36,Mobile App,2
4/7/2024,SKU_4,13,Cust_5,Wholesale,32.81,Website,4
4/8/2024,SKU_4,44,Cust_18,Online,58.69,Store,3
4/9/2024,SKU_4,18,Cust_3,Retail,93.66,Store,2
4/9/2024,SKU_4,12,Cust_16,Retail,83.23,Mobile App,3
4/10/2024,SKU_4,38,Cust_15,Online,28.67,Mobile App,3
4/11/2024,SKU_4,15,Cust_3,Retail,75.7,Store,3
4/11/2024,SKU_4,9,Cust_15,Online,65.31,Store,3
4/11/2024,SKU_4,6,Cust_4,Online,37.29,Website,4
4/11/2024,SKU_4,10,Cust_15,Wholesale,54.61,Mobile App,3
4/12/2024,SKU_4,18,Cust_11,Wholesale,46.85,Store,5
4/12/2024,SKU_4,6,Cust_10,Online,61.74,Website,3
4/12/2024,SKU_4,5,Cust_18,Retail,98.6,Website,4
4/12/2024,SKU_4,8,Cust_18,Wholesale,77.42,Distributor,4
4/13/2024,SKU_4,31,Cust_18,Retail,68.25,Distributor,3
4/14/2024,SKU_4,17,Cust_11,Retail,59.47,Distributor,4
4/14/2024,SKU_4,11,Cust_15,Online,46.01,Distributor,2
4/15/2024,SKU_4,37,Cust_3,Online,54.16,Distributor,4
4/16/2024,SKU_4,43,Cust_20,Wholesale,61.93,Store,4
4/17/2024,SKU_4,15,Cust_13,Wholesale,13.97,Store,2
4/17/2024,SKU_4,15,Cust_15,Wholesale,70.23,Store,4
4/17/2024,SKU_4,12,Cust_15,Online,71.18,Website,5
4/18/2024,SKU_4,40,Cust_11,Online,46.99,Website,4
4/19/2024,SKU_4,12,Cust_20,Wholesale,94.64,Distributor,4
4/19/2024,SKU_4,8,Cust_14,Online,39.17,Distributor,5
4/19/2024,SKU_4,12,Cust_15,Retail,50.06,Store,4
4/19/2024,SKU_4,19,Cust_9,Online,23.06,Distributor,5
4/20/2024,SKU_4,28,Cust_12,Retail,81.08,Store,2
4/21/2024,SKU_4,11,Cust_3,Retail,57.68,Mobile App,4
